Id,Price
11216,1714092.123
11217,1441879.03
11218,334303.4548
11219,944571.696
11220,290624.7322
11221,2049473.718
11222,879168.357
11223,1074391.1
11224,654536.9663
11225,384479.2303
11226,361943.2784
11227,544308.8772
11228,2081076.641
11229,1199175.559
11230,1124451.623
11231,1576372.772
11232,813408.3031
11233,998582.6925
11234,638109.1031
11235,931384.9006
11236,3013184.234
11237,524751.0712
11238,319087.5356
11239,1427481.686
11240,646510.0438
11241,1891179.831
11242,817468.6853
11243,897675.5128
11244,1006023.546
11245,4777999.782
11246,376205.3716
11247,1970863.857
11248,1519439.836
11249,82847.16359
11250,1542357.489
11251,432030.9256
11252,539759.7487
11253,1028567.032
11254,480917.8617
11255,1251292.313
11256,753095.1603
11257,682304.1639
11258,1471699.958
11259,259365.9672
11260,1907060.691
11261,678008.5913
11262,321628.4281
11263,1187117.091
11264,933174.8481
11265,104801.5698
11266,758872.1361
11267,325696.8712
11268,394099.964
11269,1308339.834
11270,1030629.695
11271,503517.9103
11272,841935.7324
11273,669172.0756
11274,783967.3004
11275,1704952.217
11276,239721.5638
11277,365031.833
11278,1473712.585
11279,426147.9283
11280,769376.6573
11281,1578063.781
11282,1683538.828
11283,979353.2013
11284,1891802.905
11285,1173567.606
11286,482277.2456
11287,716181.6773
11288,550889.0358
11289,341058.8816
11290,-15569.70053
11291,1039900.352
11292,966726.4988
11293,2119160.382
11294,1768006.034
11295,669121.9921
11296,1062059.354
11297,588273.6262
11298,398514.2502
11299,1952565.583
11300,299695.666
11301,722317.9583
11302,1066580.328
11303,226210.1655
11304,1937909.787
11305,1371094.806
11306,1714897.987
11307,160796.3737
11308,951802.6763
11309,808507.0673
11310,935672.9469
11311,1015135.708
11312,902924.8661
11313,578177.8029
11314,915051.0221
11315,648133.561
11316,896850.9815
11317,793689.4895
11318,1153548.613
11319,1564900.871
11320,1646926.035
11321,1224614.793
11322,3206889.833
11323,1064909.803
11324,1083677.119
11325,850407.1601
11326,1602443.675
11327,109290.8763
11328,687181.3747
11329,683281.2303
11330,693057.3588
11331,1050555.038
11332,259532.8071
11333,1286803.233
11334,1073660.764
11335,2958355.625
11336,1568322.571
11337,443874.3246
11338,1449535.108
11339,683994.584
11340,1320076.793
11341,1774991.202
11342,860489.9079
11343,1250901.716
11344,1095442.231
11345,477072.9376
11346,2386715.928
11347,368006.9972
11348,1679768.217
11349,690941.2649
11350,1673808.198
11351,510467.0015
11352,415270.4112
11353,1023454.888
11354,1121618.038
11355,854405.5783
11356,899094.6573
11357,557485.581
11358,1769919.782
11359,269005.1016
11360,725459.4447
11361,41899.00652
11362,876334.8689
11363,2893158.481
11364,63002.88382
11365,854064.1284
11366,1143672.219
11367,943656.3638
11368,945254.1932
11369,409488.2525
11370,1269748.112
11371,645302.6033
11372,2308408.829
11373,2088475.731
11374,628795.5643
11375,709223.2016
11376,419335.2187
11377,1526136.282
11378,1200743.957
11379,999279.9914
11380,194021.3347
11381,1353621.544
11382,16286.16337
11383,927121.2508
11384,713442.9205
11385,527185.5927
11386,1443663.587
11387,1783264.689
11388,1389687.96
11389,519280.2627
11390,1719570.588
11391,759281.5943
11392,1049958.295
11393,-98541.60176
11394,681578.2115
11395,784791.3051
11396,1065434.074
11397,1024466.568
11398,1218082.935
11399,874567.8852
11400,630784.7197
11401,1692108.407
11402,1226811.269
11403,147002.3637
11404,1136575.827
11405,621764.6876
11406,814885.1056
11407,1362640.732
11408,1991356.151
11409,515167.3296
11410,259370.8828
11411,1994132.881
11412,1213279.265
11413,1809566.973
11414,664696.1204
11415,1888328.226
11416,1575844.76
11417,1368817.417
11418,1378283.593
11419,935114.8498
11420,2103701.291
11421,580347.5187
11422,216529.1083
11423,1055349.895
11424,496199.2711
11425,170285.1576
11426,833399.4933
11427,655105.2343
11428,984693.8327
11429,437146.4022
11430,956654.8723
11431,1324593.764
11432,442554.4009
11433,1162454.55
11434,1677193.191
11435,1547556.294
11436,741338.5561
11437,984926.584
11438,374140.0734
11439,2214293.576
11440,4341569.406
11441,183900.3633
11442,1243227.818
11443,1433362.632
11444,422685.2241
11445,466315.6742
11446,2619031.81
11447,187111.6963
11448,769064.7382
11449,255026.9727
11450,117425.1795
11451,1114859.247
11452,1743042.577
11453,187934.0279
11454,257486.1075
11455,1770204.94
11456,268931.3588
11457,555432.0599
11458,1020535.563
11459,693191.1843
11460,1217253.331
11461,659579.8746
11462,487020.7451
11463,682908.9025
11464,943943.0295
11465,2346591.002
11466,248430.6052
11467,760099.5309
11468,250908.7326
11469,2139830.903
11470,2386288.867
11471,3340149.46
11472,2607414.589
11473,188681.8776
11474,2010657.874
11475,785697.0884
11476,2187966.502
11477,1057421.259
11478,357410.2547
11479,1539101.3
11480,1782569.325
11481,295879.3498
11482,902634.9713
11483,2413784.036
11484,1571281.417
11485,167662.6101
11486,1048477.452
11487,682420.6608
11488,173578.7977
11489,1729021.423
11490,493269.0884
11491,902656.4803
11492,2057780.814
11493,1191963.68
11494,2365696.035
11495,1771276.996
11496,1885534.956
11497,790215.5124
11498,290274.0205
11499,415275.3271
11500,2525198.262
11501,549241.7366
11502,1821551.203
11503,509909.9225
11504,217855.236
11505,626795.5126
11506,760254.0506
11507,620975.8976
11508,1941616.842
11509,811117.4538
11510,1175955.317
11511,885584.034
11512,2035636.08
11513,544507.2216
11514,291686.3272
11515,139396.5726
11516,973051.0858
11517,1053245.365
11518,2844011.42
11519,679475.3541
11520,683797.9233
11521,3607471.245
11522,1418272.984
11523,1170314.841
11524,602578.4181
11525,181780.5028
11526,694829.5543
11527,362804.956
11528,687206.6743
11529,927195.1468
11530,1073331.02
11531,249394.1191
11532,919094.0251
11533,224923.463
11534,281363.7561
11535,599358.6246
11536,1404281.939
11537,398735.114
11538,613174.9801
11539,430176.1761
11540,925486.6302
11541,664074.6566
11542,1744858.637
11543,882738.0716
11544,358712.1336
11545,254217.0261
11546,3053818.593
11547,853818.3084
11548,1041741.747
11549,227822.6508
11550,981418.9623
11551,671211.8905
11552,938082.5175
11553,1710872.491
11554,2084463.289
11555,293201.0726
11556,556815.1571
11557,1470831.772
11558,541126.8443
11559,257452.6174
11560,593527.1362
11561,289089.0576
11562,1421728.203
11563,-7781.565762
11564,246221.6248
11565,384048.7576
11566,852169.3301
11567,1779483.004
11568,344417.2789
11569,1705262.247
11570,154990.0274
11571,510480.4577
11572,1722325.518
11573,1203235.811
11574,1905285.859
11575,1414534.079
11576,307188.8441
11577,325724.1915
11578,2212971.347
11579,557761.193
11580,2827653.878
11581,586203.0448
11582,431847.163
11583,1037735.265
11584,674635.0848
11585,130776.6968
11586,-134979.8411
11587,286195.3851
11588,1079619.69
11589,886097.4082
11590,1499811.842
11591,321640.0126
11592,346296.1195
11593,1793471.79
11594,1160022.209
11595,1242798.368
11596,1198244.097
11597,1146056.409
11598,740385.8972
11599,800124.4081
11600,825221.3408
11601,1262603.306
11602,1199808.938
11603,378450.1825
11604,62821.23563
11605,375984.9739
11606,2641813.731
11607,687955.2281
11608,1051395.978
11609,1744988.164
11610,906368.0163
11611,2247205.36
11612,1850827.473
11613,949428.9123
11614,4184182.252
11615,1247350.188
11616,1055230.029
11617,1051378.056
11618,1743236.908
11619,669386.3377
11620,676229.5835
11621,1581306.719
11622,1853967.42
11623,1324146.084
11624,660984.7304
11625,1328777.749
11626,1407943.329
11627,2894501.192
11628,605980.6773
11629,759776.5764
11630,121969.815
11631,812186.5588
11632,675886.9294
11633,812102.4248
11634,722977.7332
11635,976257.4461
11636,193165.8948
11637,2230615.775
11638,2126358.217
11639,4279455.624
11640,1495538.698
11641,159560.206
11642,1212938.449
11643,428845.7865
11644,648039.2814
11645,1047339.715
11646,950645.5625
11647,384289.1373
11648,1148515.713
11649,235949.8144
11650,2040769.247
11651,609018.943
11652,1663796.535
11653,294317.8022
11654,1152781.912
11655,190890.3974
11656,190427.171
11657,939350.2443
11658,1415494.304
11659,1839668.874
11660,1091127.395
11661,2458236.868
11662,1871722.026
11663,959138.7381
11664,1979797.922
11665,472693.7302
11666,1541902.729
11667,1106657.304
11668,1936071.802
11669,2576741.614
11670,845322.4604
11671,129284.1989
11672,265980.7728
11673,170196.7933
11674,1062799.688
11675,263519.3535
11676,219320.9902
11677,195501.0495
11678,2022009.32
11679,911672.284
11680,2203664.065
11681,454039.9424
11682,656177.3092
11683,907242.4503
11684,638534.5327
11685,748688.5146
11686,811102.9567
11687,1175897.098
11688,1389528.379
11689,912910.2507
11690,906885.7547
11691,992667.8705
11692,137317.6144
11693,664629.1217
11694,653211.0391
11695,219327.4253
11696,1341799.473
11697,3045599.085
11698,477272.5393
11699,2140475.134
11700,25853.94278
11701,96779.39482
11702,983223.9667
11703,3815190.695
11704,2078681.315
11705,558685.0424
11706,1185360.648
11707,1018187.139
11708,1830713.821
11709,1883109.261
11710,938228.8162
11711,1036011.714
11712,1427695.256
11713,2877724.949
11714,1053050.53
11715,3910173.897
11716,756480.1046
11717,2823134.244
11718,662569.8639
11719,574350.2799
11720,916651.494
11721,2560056.866
11722,637154.395
11723,854344.401
11724,1423798.38
11725,157745.2594
11726,1001174.127
11727,975360.322
11728,1198134.208
11729,107144.8296
11730,1151671.98
11731,310435.9503
11732,1259849.161
11733,45904.76276
11734,1637900.036
11735,40587.37581
11736,-40621.83306
11737,1070243.902
11738,3743435.594
11739,61504.02642
11740,899700.0259
11741,667242.8161
11742,865254.6054
11743,1992553.066
11744,1071483.466
11745,2103194.909
11746,1565426.372
11747,148173.7224
11748,1653974
11749,250274.1211
11750,543475.0482
11751,1116624.784
11752,933592.0371
11753,2972126.455
11754,2247868.876
11755,663667.7548
11756,1242223.907
11757,1206691.975
11758,1072957.05
11759,713603.8628
11760,524798.0123
11761,732382.4097
11762,2329807.798
11763,829699.6306
11764,756168.8706
11765,647886.5609
11766,1772190.031
11767,670541.2213
11768,2503312.612
11769,758123.4162
11770,163544.3279
11771,363442.5823
11772,159429.842
11773,2037095.511
11774,387685.7079
11775,1074865.826
11776,1972822.153
11777,217873.5767
11778,1556931.015
11779,902991.1151
11780,502324.6314
11781,1047128.585
11782,442768.0868
11783,1005591.517
11784,1941526.141
11785,674581.4068
11786,1361505.278
11787,1400028.123
11788,2420439.009
11789,443733.1887
11790,967443.0655
11791,735107.4033
11792,946946.2997
11793,753329.799
11794,385600.9098
11795,1160379.79
11796,215495.7987
11797,710099.3623
11798,299546.2247
11799,982782.302
11800,164817.989
11801,816845.7907
11802,220053.2388
11803,877660.8283
11804,1461284.355
11805,632553.5342
11806,783860.3001
11807,435699.5856
11808,1794106.744
11809,936170.6256
11810,1485399.632
11811,1493127.1
11812,1056725.79
11813,650355.4159
11814,-1798.947372
11815,1185637.754
11816,518706.1245
11817,345492.8668
11818,1375079.114
11819,950832.6836
11820,1466536.957
11821,2902937.425
11822,1207958.244
11823,2444814.443
11824,1858926.234
11825,2271545.816
11826,1016073.863
11827,777705.0142
11828,656800.0876
11829,970208.1407
11830,1494628.866
11831,829391.7064
11832,2418346.954
11833,731719.0803
11834,456554.3796
11835,1519022.633
11836,595487.2995
11837,875268.0417
11838,664669.8072
11839,1758523.177
11840,191975.8672
11841,1808168.453
11842,3400249.305
11843,1146828.348
11844,3675330.872
11845,912568.219
11846,1091650.25
11847,2836247.926
11848,1491969.157
11849,507981.7587
11850,439333.6353
11851,934093.9516
11852,918675.4171
11853,850528.6874
11854,987485.2412
11855,1170305.824
11856,486309.3818
11857,1271568.599
11858,1409792.344
11859,385456.9293
11860,1193471.718
11861,2279492.925
11862,3112146.481
11863,868613.2159
11864,423888.851
11865,996361.0474
11866,773459.5751
11867,897472.8827
11868,307205.8947
11869,595762.5038
11870,1662290.804
11871,2374954.357
11872,2189284.057
11873,498846.4346
11874,640240.0133
11875,651165.9098
11876,3786432.304
11877,1182901.957
11878,1487225.857
11879,661221.4359
11880,271761.0457
11881,834249.3845
11882,241474.4957
11883,2136372.116
11884,381012.8459
11885,788372.0832
11886,785427.0834
11887,636637.2107
11888,661830.8485
11889,727788.2515
11890,2794593.59
11891,1396194.625
11892,1352496.136
11893,391213.9181
11894,1460729.566
11895,947126.1631
11896,983562.7493
11897,461840.6996
11898,638700.6061
11899,1065817.62
11900,1185662.32
11901,2117227.815
11902,764263.9966
11903,2096130.186
11904,605293.1816
11905,867904.2321
11906,2885081.105
11907,761625.8979
11908,458435.5843
11909,1135646.786
11910,948036.0468
11911,2415350.351
11912,568550.7727
11913,589589.5281
11914,1058158.233
11915,436561.77
11916,986278.6381
11917,576635.2109
11918,471008.5599
11919,931419.731
11920,1681293.341
11921,663587.3656
11922,330172.9612
11923,1005830.743
11924,478894.5062
11925,1054495.243
11926,928218.0364
11927,192187.5896
11928,416360.932
11929,1020436.312
11930,373632.9231
11931,2188678.129
11932,893630.056
11933,534188.0836
11934,629288.9741
11935,760166.851
11936,1181258.089
11937,1029350.75
11938,677174.8587
11939,599832.8929
11940,816268.1597
11941,1419259.238
11942,1103966.66
11943,312928.1339
11944,1982353.801
11945,1229799.16
11946,452303.8394
11947,1062923.87
11948,577077.1049
11949,342266.6161
11950,2116951.798
11951,3157343.705
11952,2124810.352
11953,1075445.665
11954,1241507.694
11955,1440448.359
11956,775950.1801
11957,472763.2052
11958,894808.8761
11959,1042653.132
11960,72219.72335
11961,2293375.431
11962,520342.9085
11963,-5510.808741
11964,2243278.077
11965,368419.8241
11966,386074.8117
11967,1440159.514
11968,1933927.217
11969,1139412.94
11970,-23053.66977
11971,417722.7815
11972,604206.6393
11973,1607920.74
11974,1094901.401
11975,541082.0027
11976,148744.0403
11977,2254340.514
11978,2671432.568
11979,663180.631
11980,2473400.536
11981,2629030.515
11982,318575.4475
11983,2027872.694
11984,509252.9873
11985,239804.4214
11986,1926543.206
11987,809774.7904
11988,1363614.536
11989,1599123.896
11990,2761788.99
11991,348533.6732
11992,190816.1256
11993,940356.0811
11994,638577.4383
11995,1710879.408
11996,1756343.002
11997,1895209.021
11998,570673.6847
11999,2077626.169
12000,228060.0686
12001,1311120.68
12002,354503.3366
12003,735280.4487
12004,1251795.982
12005,677506.0092
12006,3113644.515
12007,1194065.314
12008,126284.0569
12009,921757.6879
12010,958029.6462
12011,3032096.371
12012,691972.4581
12013,1709043.417
12014,228631.0314
12015,1850864.652
12016,574820.336
12017,2891362.225
12018,513161.3901
12019,494329.1099
12020,1886235.952
12021,2317765.767
12022,215807.1189
12023,4246634.824
12024,917689.9875
12025,1610243.818
12026,461011.8733
12027,3752697.889
12028,675390.5139
12029,891094.9584
12030,424316.1492
12031,560050.0001
12032,463186.4993
12033,559870.0551
12034,411612.2039
12035,2126491.07
12036,2931824.683
12037,2107456.296
12038,714958.8881
12039,1312199.393
12040,1060868.102
12041,2085951.905
12042,1150483.982
12043,106667.8082
12044,696440.4109
12045,830113.1924
12046,1865473.941
12047,336362.7263
12048,919231.3601
12049,685122.9577
12050,544359.2046
12051,1239572
12052,286067.6028
12053,2581821.495
12054,2910987.388
12055,1877181.229
12056,706375.3274
12057,809703.5917
12058,889247.2281
12059,181314.5173
12060,1184684.16
12061,656319.0126
12062,792175.7774
12063,444794.57
12064,738560.5396
12065,948499.1496
12066,145731.3077
12067,1427744.615
12068,499829.4272
12069,449623.207
12070,1959173.926
12071,1660109.098
12072,1110545.288
12073,787026.6077
12074,968526.1224
12075,594583.984
12076,1365739.567
12077,3129506.055
12078,190059.8907
12079,441453.7697
12080,731565.3523
12081,1357110.324
12082,621127.035
12083,3727455.779
12084,2141398.391
12085,1105275.479
12086,788418.8624
12087,355231.7463
12088,461428.2164
12089,3360332.282
12090,1518857.458
12091,657789.7242
12092,1535394.694
12093,567729.6113
12094,1032803.238
12095,461856.9119
12096,2505947.121
12097,147217.1367
12098,4361329.45
12099,2355318.299
12100,693595.8887
12101,767029.5959
12102,2205279.2
12103,736302.4645
12104,147652.8517
12105,847254.4048
12106,1301203.943
12107,1677663.932
12108,450021.9182
12109,-267183.8702
12110,680323.7773
12111,837794.8512
12112,399828.5497
12113,397828.7596
12114,618405.4617
12115,935597.5109
12116,863290.0347
12117,3026000.066
12118,1810095.426
12119,916252.7719
12120,1266600.819
12121,657052.4309
12122,225808.9653
12123,1216408.324
12124,272102.6935
12125,382120.2687
12126,845450.9041
12127,2156706.37
12128,1587381.798
12129,383188.21
12130,1316594.476
12131,1892230.916
12132,1566249.876
12133,2155077.174
12134,332544.576
12135,1375054.985
12136,1892708.542
12137,650154.0511
12138,878445.3332
12139,1327264.535
12140,581700.0756
12141,1697389.361
12142,1842021.188
12143,2165746.618
12144,359120.1616
12145,1027895.981
12146,1896885.098
12147,444112.4182
12148,1160213.874
12149,1196754.655
12150,1111920.292
12151,704741.0397
12152,373089.4346
12153,2501859.246
12154,351041.5449
12155,443392.4159
12156,863831.792
12157,825653.389
12158,2887277.219
12159,1208982.001
12160,203297.5667
12161,1041807.798
12162,296403.177
12163,436865.1728
12164,781184.5554
12165,691108.3741
12166,285610.9782
12167,1241569.62
12168,35891.36133
12169,2110993.726
12170,1757405.271
12171,557974.5098
12172,447509.3694
12173,1017449.688
12174,337325.2806
12175,110567.0973
12176,1542658.656
12177,516934.02
12178,2377318.827
12179,940240.0829
12180,2154266.836
12181,1398132.416
12182,733614.7447
12183,2347012.251
12184,900244.9784
12185,580868.073
12186,2969076.191
12187,2362114.7
12188,474670.4305
12189,488694.2383
12190,276064.8136
12191,2321807.969
12192,365319.6167
12193,1000766.521
12194,1201687.019
12195,2567466.779
12196,1163722.937
12197,1101507.092
12198,3183222.753
12199,2326954.134
12200,1686776.259
12201,3207633.658
12202,77613.24176
12203,568158.9065
12204,1136589.875
12205,1358196.305
12206,2326609.546
12207,1213384.507
12208,880080.5246
12209,1589211.078
12210,2638171.175
12211,3101438.007
12212,682173.1138
12213,848350.5132
12214,1853520.185
12215,634677.3111
12216,2358347.883
12217,1103576.801
12218,1166880.754
12219,3127020.6
12220,2092234.831
12221,2445969.068
12222,795872.8626
12223,837430.4435
12224,974950.9157
12225,2265150.943
12226,362911.8745
12227,1648323.79
12228,880963.0112
12229,917636.0004
12230,4372914.344
12231,691822.8736
12232,1148514.578
12233,1784124.124
12234,1195935.032
12235,1799678.831
12236,1667703.317
12237,717925.2092
12238,935198.1851
12239,1454091.686
12240,922390.9648
12241,2142577.648
12242,2284783.742
12243,1384269.956
12244,22970.47647
12245,983619.599
12246,948749.5989
12247,442185.2372
12248,525728.0833
12249,359356.509
12250,989977.2541
12251,574337.9221
12252,1060241.038
12253,538450.4577
12254,2112794.877
12255,417398.0463
12256,840301.1529
12257,947277.4671
12258,791262.908
12259,320553.0131
12260,158079.1915
12261,2657422.634
12262,695109.5087
12263,1183987.738
12264,665041.9553
12265,579676.3637
12266,558193.1574
12267,967081.2065
12268,273987.3726
12269,439601.4365
12270,1129400.265
12271,1055759.732
12272,592696.4553
12273,2212028.805
12274,2927541.568
12275,955745.1814
12276,233661.1614
12277,1065687.985
12278,307099.891
12279,1170378.731
12280,450649.674
12281,2053633.022
12282,1559648.029
12283,554841.0207
12284,522261.6195
12285,1471522.461
12286,878701.6322
12287,1937742.914
12288,501559.652
12289,695045.482
12290,231697.0946
12291,1575505.509
12292,985065.6304
12293,892937.3901
12294,2588208.356
12295,960519.3479
12296,697169.5472
12297,1079271.108
12298,1326850.12
12299,827751.6728
12300,-21175.24767
12301,680069.2979
12302,298308.5457
12303,573984.4943
12304,311333.89
12305,669772.8444
12306,867423.4736
12307,560501.6471
12308,1203559.107
12309,3066266.847
12310,747164.7802
12311,825414.8258
12312,780333.234
12313,678208.9348
12314,1842943.99
12315,1246169.058
12316,1708814.202
12317,1094175.974
12318,1719518.335
12319,343018.6262
12320,372984.1831
12321,1413611.511
12322,841334.4569
12323,677853.9051
12324,310378.4194
12325,1290707.403
12326,2594402.514
12327,874831.9327
12328,849247.2717
12329,983192.8089
12330,1830840.801
12331,589263.3941
12332,213859.7793
12333,1043146.378
12334,1915433.317
12335,1454655.941
12336,69976.37131
12337,216959.1973
12338,1198644.302
12339,1125974.146
12340,1413195.825
12341,817822.1056
12342,351818.9186
12343,1933064.704
12344,583990.926
12345,266666.2355
12346,316976.6277
12347,135014.381
12348,86672.56363
12349,705652.4556
12350,2243404.912
12351,1998040.041
12352,1342584.442
12353,2497771.981
12354,1355294.239
12355,3528359.532
12356,252571.9231
12357,786002.5452
12358,833934.8476
12359,390607.1376
12360,1410670.045
12361,634361.2612
12362,1839765.843
12363,884124.6488
12364,155987.6194
12365,951401.6521
12366,1004943.899
12367,445159.4047
12368,268849.4543
12369,324924.7579
12370,1208763.795
12371,145104.3708
12372,2312571.813
12373,789685.6522
12374,543084.5677
12375,2444901.683
12376,1237125.811
12377,610935.0626
12378,1460788.059
12379,2277842.202
12380,1094760.451
12381,1110415.921
12382,935603.8509
12383,472824.6913
12384,649136.3143
12385,2051031.786
12386,170109.7989
12387,618602.1459
12388,191331.0882
12389,2659606.221
12390,2285675.323
12391,1199359.937
12392,15265.55027
12393,919266.4055
12394,1922569.098
12395,798822.5364
12396,1549592.998
12397,177415.4667
12398,113727.3184
12399,3116292.086
12400,2073964.327
12401,1188581.657
12402,634708.2925
12403,387271.3605
12404,2210914.142
12405,1436406.051
12406,3853524.369
12407,896433.5181
12408,638977.414
12409,1309426.591
12410,1391129.056
12411,864492.9541
12412,458337.1012
12413,1980565.696
12414,325666.7629
12415,420583.2606
12416,1678064.501
12417,245148.6947
12418,837885.1055
12419,3599100.808
12420,1090010.997
12421,1229255.942
12422,657836.3268
12423,224244.2261
12424,1014927.389
12425,185661.8997
12426,1505907.188
12427,1134827.377
12428,2179298.204
12429,640932.4797
12430,930836.1592
12431,735147.6859
12432,1041156.79
12433,925545.9286
12434,871605.5684
12435,2179120.068
12436,734272.3757
12437,4407140.473
12438,1388088.393
12439,207557.9255
12440,355338.2502
12441,1471205.211
12442,870469.1825
12443,563560.5265
12444,277672.7172
12445,357864.347
12446,1455207.996
12447,322819.4032
12448,558510.9868
12449,318746.5468
12450,521073.8619
12451,996159.8884
12452,721759.8539
12453,1788258.312
12454,1978870.489
12455,54362.4328
12456,632414.1983
12457,1269537.782
12458,1643661.649
12459,2013215.15
12460,1121910.273
12461,3074317.609
12462,624350.3804
12463,193598.8636
12464,181916.2611
12465,310573.641
12466,626830.9255
12467,4134134.924
12468,732072.8647
12469,2212175.316
12470,2835749.94
12471,1756869.707
12472,358618.4059
12473,718352.051
12474,434188.9697
12475,342552.6096
12476,591393.1826
12477,608116.3863
12478,951887.9878
12479,131128.5065
12480,2019763.324
12481,941531.2668
12482,1367741.255
12483,4423870.403
12484,793962.803
12485,342470.8596
12486,1681062.153
12487,18595.49245
12488,4115802.193
12489,1590229.054
12490,1425174.749
12491,783412.7761
12492,218756.2565
12493,5918662.809
12494,1100680.144
12495,2233598.869
12496,998571.1326
12497,2366021.49
12498,2361751.911
12499,827831.9945
12500,604409.7279
12501,1701071.575
12502,391483.9403
12503,1230602.238
12504,2600477.506
12505,160067.9841
12506,2035258.813
12507,1039461.663
12508,3634050.238
12509,2570674.952
12510,635826.6617
12511,1011177.491
12512,124025.6166
12513,490138.4959
12514,662433.989
12515,1026896.164
12516,791067.2703
12517,862346.7366
12518,1038595.147
12519,1489797.151
12520,907395.7814
12521,254777.3472
12522,988044.4354
12523,665490.3344
12524,849541.566
12525,121922.0156
12526,651360.2976
12527,372355.1045
12528,1873257.177
12529,30104.9234
12530,453262.2277
12531,922933.7255
12532,618266.6021
12533,879395.1136
12534,1785001.406
12535,393471.3561
12536,4790793.712
12537,1037394.629
12538,1578262.689
12539,234462.1519
12540,1118870.581
12541,655832.3804
12542,1153064.806
12543,1329540.838
12544,1114335.083
12545,1831418.671
12546,597199.8194
12547,663646.9793
12548,702938.0371
12549,2433969.808
12550,128178.1311
12551,986755.0622
12552,1624065.764
12553,315516.9232
12554,261550.7099
12555,1157142.401
12556,638769.4786
12557,1449703.117
12558,352260.0491
12559,1042654.508
12560,2363004.658
12561,912245.3627
12562,737911.0676
